"code","studysite","species","species_scientific_name","species_common_name","investigator","lon","lat","url","all_investigators"
"SC004","Four Holes Swamp","TADI","Taxodium distichum (L.) Rich.","baldcypress","Stahle, D.W.",-80.42,33.18,"https://www.ncdc.noaa.gov/paleo/study/4856","Stahle, D.W.; Cleaveland, M.K."
"SC005","Francis Beidler Swamp","QULY","Quercus lyrata Walter","overcup oak","Stahle, D.W.",-80.42,33.18,"https://www.ncdc.noaa.gov/paleo/study/4857","Stahle, D.W.; Sierzchula, S."
"TX006","Ft. Worth","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-97.48,32.85,"https://www.ncdc.noaa.gov/paleo/study/4858","Stahle, D.W."
"TX045","Gonzales Pioneer Village (6 Buildings)","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-97.45,29.5,"https://www.ncdc.noaa.gov/paleo/study/4859","Stahle, D.W.; Therrell, M.D."
"AR039","Grassy Lake","TADI","Taxodium distichum (L.) Rich.","baldcypress","Stahle, D.W.",-93.87,33.68,"https://www.ncdc.noaa.gov/paleo/study/4860","Stahle, D.W.; Hawks, G.G.; Langston, J."
"TX046","Guadalupe Peak","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Stahle, D.W.",-104.85,31.9,"https://www.ncdc.noaa.gov/paleo/study/4861","Stahle, D.W.; Montagu, N.; Cleaveland, M.K."
"MO027","Hahatonka","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-92.75,37.97,"https://www.ncdc.noaa.gov/paleo/study/4862","Stahle, D.W."
"AR055","Hemmed in Hollow","JUVI","Juniperus virginiana L.","eastern red-cedar","Stahle, D.W.",-93.3,36.08,"https://www.ncdc.noaa.gov/paleo/study/4863","Stahle, D.W.; Therrell, M.D.; Cleaveland, M.K."
"AR056","Hemmed in Hollow + Kyle's Landing","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-93.32,36.07,"https://www.ncdc.noaa.gov/paleo/study/4864","Stahle, D.W.; Therrell, M.D.; Cleaveland, M.K."
"AR006","Horton House","PIEC","Pinus echinata Mill.","shortleaf pine","Stahle, D.W.",-92.67,35.88,"https://www.ncdc.noaa.gov/paleo/study/4865","Stahle, D.W."
"AR030","Hot Springs","PIEC","Pinus echinata Mill.","shortleaf pine","Stahle, D.W.",-93.5,34.52,"https://www.ncdc.noaa.gov/paleo/study/4866","Stahle, D.W.; Cook, E.R.; Jacoby, G.C.; Schoenholtz, S."
"AR068","Hudson Barn","QUSP","Quercus spp. L.","oak","Stahle, D.W.",-93.22,35.97,"https://www.ncdc.noaa.gov/paleo/study/4867","Stahle, D.W.; Cade, G."
"AR001","Jackson Cabin","QUAL","Quercus alba L.","white oak","Stahle, D.W.",-92.63,35.9,"https://www.ncdc.noaa.gov/paleo/study/4868","Stahle, D.W."
"AR069","Jacob Wolf House","PIEC","Pinus echinata Mill.","shortleaf pine","Stahle, D.W.",-92.28,36.22,"https://www.ncdc.noaa.gov/paleo/study/4869","Stahle, D.W.; Wolfman, D.; Jurney, D.H."
"NC011","Joyce Kilmer Memorial Forest","CADN","Castanea dentata (Marsh.) Borkh.","American Chestnut","Stahle, D.W.",-83.92,35.35,"https://www.ncdc.noaa.gov/paleo/study/4870","Stahle, D.W.; Sierzchula, S."
"NC012","Joyce Kilmer Memorial Forest","LITU","Liriodendron tulipifera L.","tuliptree","Stahle, D.W.",-83.92,35.35,"https://www.ncdc.noaa.gov/paleo/study/4871","Stahle, D.W.; Sierzchula, S."
"NC013","Joyce Kilmer Memorial Forest","TSCA","Tsuga canadensis (L.) Carr.","eastern hemlock","Stahle, D.W.",-83.92,35.35,"https://www.ncdc.noaa.gov/paleo/study/4872","Stahle, D.W.; Sierzchula, S."
"CA621","Kern River","QUDG","Quercus douglasii Hook. and Arn.","blue oak","Stahle, D.W.",-118.67,35.52,"https://www.ncdc.noaa.gov/paleo/study/4873","Stahle, D.W."
"OK007","Keystone Lake","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-96.22,36.2,"https://www.ncdc.noaa.gov/paleo/study/4874","Stahle, D.W."
"OK022","Lake Arbuckle","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-96.98,32.42,"https://www.ncdc.noaa.gov/paleo/study/4875","Stahle, D.W."
"OK016","Lake Eufaula","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-95.63,35.1,"https://www.ncdc.noaa.gov/paleo/study/4876","Stahle, D.W."
"AR027","Lake Winona","PIEC","Pinus echinata Mill.","shortleaf pine","Stahle, D.W.",-92.93,34.8,"https://www.ncdc.noaa.gov/paleo/study/4877","Stahle, D.W."
"AR","Lancaster Cabin And Barn","JUVI","Juniperus virginiana L.","eastern red-cedar","Stahle, D.W.",-92.03,35.93,"https://www.ncdc.noaa.gov/paleo/study/4878","Stahle, D.W."
"MEXI031","Las Tinajas","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Stahle, D.W.",-108.4,30.4,"https://www.ncdc.noaa.gov/paleo/study/4879","Stahle, D.W.; Burns, B.T.; Cleaveland, M.K."
"NC009","Lassiter Swamp Merchants Millpond State Park","TADI","Taxodium distichum (L.) Rich.","baldcypress","Stahle, D.W.",-76.62,36.45,"https://www.ncdc.noaa.gov/paleo/study/4880","Stahle, D.W."
"TX033","Lavaca River","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-96.97,29.3,"https://www.ncdc.noaa.gov/paleo/study/4881","Stahle, D.W."
"MO043","Leatherwood Creek","JUVI","Juniperus virginiana L.","eastern red-cedar","Stahle, D.W.",-91.53,37.1,"https://www.ncdc.noaa.gov/paleo/study/4882","Stahle, D.W.; Guyette, R.P.; Therrell, M.D.; Cleaveland, M.K."
"TX012","Leon River","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-98.5,32.18,"https://www.ncdc.noaa.gov/paleo/study/4883","Stahle, D.W."
"AR036","Levi Wilcoxon","PIEC","Pinus echinata Mill.","shortleaf pine","Stahle, D.W.",-91.82,38.17,"https://www.ncdc.noaa.gov/paleo/study/4884","Stahle, D.W.; Hawks, G.G."
"MO021","Little Maries River","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-92.12,38.5,"https://www.ncdc.noaa.gov/paleo/study/4885","Stahle, D.W."
"AR051","Little Maumelle River Pinnacle Mountain State Park","TADI","Taxodium distichum (L.) Rich.","baldcypress","Stahle, D.W.",-92.5,34.83,"https://www.ncdc.noaa.gov/paleo/study/4886","Stahle, D.W."
"FL002","Live Oak","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-82.93,30.33,"https://www.ncdc.noaa.gov/paleo/study/4887","Stahle, D.W.; Sierzchula, S."
"CA622","Los Alamos California","QULO","Quercus lobata Née","valley oak","Stahle, D.W.",-120.25,34.67,"https://www.ncdc.noaa.gov/paleo/study/4888","Stahle, D.W."
"MO042","Lower Current River","JUVI","Juniperus virginiana L.","eastern red-cedar","Stahle, D.W.",-91.05,37.1,"https://www.ncdc.noaa.gov/paleo/study/4889","Stahle, D.W.; Guyette, R.P.; Therrell, M.D.; Cleaveland, M.K."
"TN021","Lynn Hollow","QUPR","Quercus prinus L.","chestnut oak","Stahle, D.W.",-85.43,35.62,"https://www.ncdc.noaa.gov/paleo/study/4890","Stahle, D.W.; Therrell, M.D."
"TN020","Lynn Hollow","QUVE","Quercus velutina Lam.","black oak","Stahle, D.W.",-85.43,35.62,"https://www.ncdc.noaa.gov/paleo/study/4891","Stahle, D.W.; Therrell, M.D."
"TN022","Lynn Hollow and Look Rock Trail","PIEC","Pinus echinata Mill.","shortleaf pine","Stahle, D.W.",-83.93,35.62,"https://www.ncdc.noaa.gov/paleo/study/4892","Stahle, D.W.; Therrell, M.D.; Blozan, W."
"AR007","Magness Barn","QUAL","Quercus alba L.","white oak","Stahle, D.W.",-92.9,35.9,"https://www.ncdc.noaa.gov/paleo/study/4893","Stahle, D.W."
"TX027","Mason Mountain","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-99.18,30.88,"https://www.ncdc.noaa.gov/paleo/study/4894","Stahle, D.W."
"AR052","Mayberry Slough and Watson Lake","TADI","Taxodium distichum (L.) Rich.","baldcypress","Stahle, D.W.",-91.25,35.55,"https://www.ncdc.noaa.gov/paleo/study/4895","Stahle, D.W."
"KS001","McClosky Ranch","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-94.77,38.4,"https://www.ncdc.noaa.gov/paleo/study/4896","Stahle, D.W."
"OK031","McCurtain County","PIEC","Pinus echinata Mill.","shortleaf pine","Stahle, D.W.",-94.65,34.3,"https://www.ncdc.noaa.gov/paleo/study/4897","Stahle, D.W.; Cook, E.R.; Jacoby, G.C.; Schoenholtz, S."
"OK019","McCurtain County","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-94.65,34.3,"https://www.ncdc.noaa.gov/paleo/study/4898","Stahle, D.W."
"MEXI032","Mesa de Campanero","ABSP","Abies spp. Mill.","fir","Stahle, D.W.",-109.05,28.33,"https://www.ncdc.noaa.gov/paleo/study/4899","Stahle, D.W.; Cleaveland, M.K.; Burns, B.T."
"MO040","Mill Mtn (+ VAN K1R K2R:Duvick Jack Fork coll.)","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-91.2,37.12,"https://www.ncdc.noaa.gov/paleo/study/4900","Stahle, D.W.; Guyette, R.P.; Therrell, M.D.; Cleaveland, M.K."
"GA009","Moody Tract","QULY","Quercus lyrata Walter","overcup oak","Stahle, D.W.",-82.32,31.93,"https://www.ncdc.noaa.gov/paleo/study/4901","Stahle, D.W.; Sierzchula, S."
"AR053","Moro Bayou","TADI","Taxodium distichum (L.) Rich.","baldcypress","Stahle, D.W.",-92.33,33.77,"https://www.ncdc.noaa.gov/paleo/study/4902","Stahle, D.W."
"AR003","Mount Olive Group","JUVI","Juniperus virginiana L.","eastern red-cedar","Stahle, D.W.",-92.1,36,"https://www.ncdc.noaa.gov/paleo/study/4903","Stahle, D.W."
"CA623","Mt. Diablo State Park","QUDG","Quercus douglasii Hook. and Arn.","blue oak","Stahle, D.W.",-121.95,37.87,"https://www.ncdc.noaa.gov/paleo/study/4904","Stahle, D.W.; Therrell, M.D.; Gabor, D.; Cook, E.R."
"CA624","Mt. Diablo State Park","QULO","Quercus lobata Née","valley oak","Stahle, D.W.",-121.95,37.87,"https://www.ncdc.noaa.gov/paleo/study/4905","Stahle, D.W.; Therrell, M.D.; Cook, E.R.; Gabor, D."
"OK025","Mud Creek","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-97.67,34.1,"https://www.ncdc.noaa.gov/paleo/study/4906","Stahle, D.W."
"OK001","Neosho River","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-94.73,36.68,"https://www.ncdc.noaa.gov/paleo/study/4907","Stahle, D.W."
"TX009","Nichols Ranch","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-99.17,32.98,"https://www.ncdc.noaa.gov/paleo/study/4908","Stahle, D.W."
"AR060","Norfork Lake","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-92.2,36.3,"https://www.ncdc.noaa.gov/paleo/study/4909","Stahle, D.W.; Therrell, M.D.; Cleaveland, M.K."
"VA025","Nottoway River","TADI","Taxodium distichum (L.) Rich.","baldcypress","Stahle, D.W.",-77.13,36.78,"https://www.ncdc.noaa.gov/paleo/study/4910","Stahle, D.W.; Cleaveland, M.K."
"OK010","Oakwood","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-98.55,35.85,"https://www.ncdc.noaa.gov/paleo/study/4911","Stahle, D.W."
"FL004","Ocala National Forest","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-81.9,29.17,"https://www.ncdc.noaa.gov/paleo/study/4912","Stahle, D.W.; Cleaveland, M.K."
"GA004","Ocmulgee River","TADI","Taxodium distichum (L.) Rich.","baldcypress","Stahle, D.W.",-83.3,32.05,"https://www.ncdc.noaa.gov/paleo/study/4913","Stahle, D.W."
"AR072","Old Growth Study Washington County","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-94,35.83,"https://www.ncdc.noaa.gov/paleo/study/4914","Stahle, D.W.; Chaney, P.; Sierzchula, S.; Cleaveland, M.K."
"FL003","O'Leno State Park","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-82.62,29.92,"https://www.ncdc.noaa.gov/paleo/study/4915","Stahle, D.W.; Cleaveland, M.K."
"CA625","Pacheco Pass State Park","QUDG","Quercus douglasii Hook. and Arn.","blue oak","Stahle, D.W.",-121,37.05,"https://www.ncdc.noaa.gov/paleo/study/4916","Stahle, D.W.; Therrell, M.D."
"MS002","Pascagoula River","TADI","Taxodium distichum (L.) Rich.","baldcypress","Stahle, D.W.",-88.02,30.58,"https://www.ncdc.noaa.gov/paleo/study/4917","Stahle, D.W.; Therrell, M.D.; Cleaveland, M.K."
"TX040","Peachtree Bottoms","TADI","Taxodium distichum (L.) Rich.","baldcypress","Stahle, D.W.",-94.07,30.4,"https://www.ncdc.noaa.gov/paleo/study/4918","Stahle, D.W.; Cook, E.R.; Therrell, M.D.; Cleaveland, M.K."
"MS001","Pearl River","TADI","Taxodium distichum (L.) Rich.","baldcypress","Stahle, D.W.",-89.13,32.87,"https://www.ncdc.noaa.gov/paleo/study/4919","Stahle, D.W."
"TX003","Pecan Bayou","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-95.08,33.73,"https://www.ncdc.noaa.gov/paleo/study/4920","Stahle, D.W."
"MEXI033","Pinal de Amole","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Stahle, D.W.",-99.7,20.17,"https://www.ncdc.noaa.gov/paleo/study/4921","Stahle, D.W.; Therrell, M.D."
"CA626","Pinnacles National Monument","QUDG","Quercus douglasii Hook. and Arn.","blue oak","Stahle, D.W.",-121.18,36.47,"https://www.ncdc.noaa.gov/paleo/study/4922","Stahle, D.W.; Therrell, M.D."
"MO030","Pomme de Terre","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-93.33,38.03,"https://www.ncdc.noaa.gov/paleo/study/4923","Stahle, D.W."
"TN012","Porter's Creek","CADN","Castanea dentata (Marsh.) Borkh.","American Chestnut","Stahle, D.W.",-82.38,35.67,"https://www.ncdc.noaa.gov/paleo/study/4924","Stahle, D.W.; Therrell, M.D."
"TN027","Porter's Creek","LITU","Liriodendron tulipifera L.","tuliptree","Stahle, D.W.",-82.38,35.67,"https://www.ncdc.noaa.gov/paleo/study/4925","Stahle, D.W.; Therrell, M.D."
"AR061","Pt. Peter Mountain","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-92.87,35.93,"https://www.ncdc.noaa.gov/paleo/study/4926","Stahle, D.W.; Therrell, M.D.; Cleaveland, M.K."
"OK028","Quanah Mountain","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-98.63,34.68,"https://www.ncdc.noaa.gov/paleo/study/4927","Stahle, D.W."
"KENY001","Ragati Forest Station  Nyeri District","VIKE","Vitex keniensis Turr","moru oak","Stahle, D.W.",37.05,-0.58,"https://www.ncdc.noaa.gov/paleo/study/4929","Stahle, D.W.; Maingi, J.; Munyao, M."
"MEXI034","Rancho del Cielo","PIMZ","Pinus montezumae Lamb.","Montezuma pine","Stahle, D.W.",-99.23,23.1,"https://www.ncdc.noaa.gov/paleo/study/4930","Stahle, D.W.; Therrell, M.D.; Cleaveland, M.K.; Paull, G."
"TX024","Red Rock Creek","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-98.52,30.83,"https://www.ncdc.noaa.gov/paleo/study/4931","Stahle, D.W."
"TN010","Reelfoot Lake (Quake Effects After 1811)","TADI","Taxodium distichum (L.) Rich.","baldcypress","Stahle, D.W.",-89.37,36.42,"https://www.ncdc.noaa.gov/paleo/study/4932","Stahle, D.W."
"TX047","Richland Creek Project Historical Buildings","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-96.07,31.97,"https://www.ncdc.noaa.gov/paleo/study/4933","Stahle, D.W.; Jurney, D.H."
"AR005","Ridge House","QUAL","Quercus alba L.","white oak","Stahle, D.W.",-94.17,36.05,"https://www.ncdc.noaa.gov/paleo/study/4934","Stahle, D.W."
"MEXI035","Rio Sabinas","TAMU","Taxodium mucronatum Ten.","Montezuma cypress","Stahle, D.W.",-99.15,23.15,"https://www.ncdc.noaa.gov/paleo/study/4935","Stahle, D.W.; Cleaveland, M.K.; Therrell, M.D.; Paull, G."
"MEXI036","Rio Verde","TAMU","Taxodium mucronatum Ten.","Montezuma cypress","Stahle, D.W.",-99.78,21.68,"https://www.ncdc.noaa.gov/paleo/study/4936","Stahle, D.W.; Therrell, M.D.; Paull, G.; Villanueva-Diaz, J."
"AR033","Roaring Branch","PIEC","Pinus echinata Mill.","shortleaf pine","Stahle, D.W.",-93.97,34.37,"https://www.ncdc.noaa.gov/paleo/study/4937","Stahle, D.W.; Cook, E.R.; Jacoby, G.C.; Schoenholtz, S."
"MO018","Roaring River","QUAL","Quercus alba L.","white oak","Stahle, D.W.",-93.82,36.6,"https://www.ncdc.noaa.gov/paleo/study/4938","Stahle, D.W."
"MO036","Roaring River","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-93.82,36.6,"https://www.ncdc.noaa.gov/paleo/study/4939","Stahle, D.W."
"CA627","San Joaquin River Millerton Lake","QUDG","Quercus douglasii Hook. and Arn.","blue oak","Stahle, D.W.",-119.67,37.03,"https://www.ncdc.noaa.gov/paleo/study/4940","Stahle, D.W.; Therrell, M.D."
"TX015","Satajaj Cabin","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-96.13,31.93,"https://www.ncdc.noaa.gov/paleo/study/4941","Stahle, D.W.; Hawks, G.G.; Jurney, D.H."
"NC014","Shot Beech Ridge","QURU","Quercus rubra L.","red oak","Stahle, D.W.",-83.42,35.6,"https://www.ncdc.noaa.gov/paleo/study/4942","Stahle, D.W.; Therrell, M.D."
"TX049","South Texas Composite","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-97.45,29.5,"https://www.ncdc.noaa.gov/paleo/study/4944","Stahle, D.W.; Therrell, M.D."
"AR054","St Francis Sunklands Quake Effects after 1811","TADI","Taxodium distichum (L.) Rich.","baldcypress","Stahle, D.W.",-90.45,35.63,"https://www.ncdc.noaa.gov/paleo/study/4945","Stahle, D.W.; Cleaveland, M.K."
"AR021","Sugarberry","QULY","Quercus lyrata Walter","overcup oak","Stahle, D.W.",-91.07,34.08,"https://www.ncdc.noaa.gov/paleo/study/4946","Stahle, D.W."
"NM579","Sunspot","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Stahle, D.W.",-105.8,32.8,"https://www.ncdc.noaa.gov/paleo/study/4947","Stahle, D.W.; Montagu, N."
"FL005","Suwannee River","QULY","Quercus lyrata Walter","overcup oak","Stahle, D.W.",-82.95,29.73,"https://www.ncdc.noaa.gov/paleo/study/4948","Stahle, D.W.; Cleaveland, M.K.; Sierzchula, S."
"KS004","Toronto Lake","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-95.95,37.78,"https://www.ncdc.noaa.gov/paleo/study/4949","Stahle, D.W."
"MO041","Upper Current River","JUVI","Juniperus virginiana L.","eastern red-cedar","Stahle, D.W.",-91.65,37.43,"https://www.ncdc.noaa.gov/paleo/study/4950","Stahle, D.W.; Guyette, R.P.; Therrell, M.D.; Cleaveland, M.K."
"MEXI037","Villareal","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Stahle, D.W.",-97.88,19.53,"https://www.ncdc.noaa.gov/paleo/study/4951","Stahle, D.W.; Therrell, M.D.; Cleaveland, M.K.; Villanueva-Diaz, J."
"FL006","Wannee","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-82.93,29.73,"https://www.ncdc.noaa.gov/paleo/study/4952","Stahle, D.W.; Sierzchula, S."
"AR024","Wedington Mountain","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-94.4,36.08,"https://www.ncdc.noaa.gov/paleo/study/4953","Stahle, D.W."
"MO015","Wegener Woods","QUAL","Quercus alba L.","white oak","Stahle, D.W.",-91.5,38.65,"https://www.ncdc.noaa.gov/paleo/study/4954","Stahle, D.W."
"MO039","White Ranch State Forest","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-91.88,32.5,"https://www.ncdc.noaa.gov/paleo/study/4955","Stahle, D.W.; Guyette, R.P.; Therrell, M.D.; Cleaveland, M.K."
"TX021","Yegua Creek","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-96.63,30.32,"https://www.ncdc.noaa.gov/paleo/study/4956","Stahle, D.W."
"TX036","Yoakum Log House","QUST","Quercus stellata Wangenh.","post oak","Stahle, D.W.",-97.08,29.25,"https://www.ncdc.noaa.gov/paleo/study/4957","Stahle, D.W."
"AR074","Gee Creek","PIEC","Pinus echinata Mill.","shortleaf pine","Stambaugh, M.C.",-93.3,35.68,"https://www.ncdc.noaa.gov/paleo/study/4959","Stambaugh, M.C.; Guyette, R.P."
"KY005","Land Between The Lakes","QUST","Quercus stellata Wangenh.","post oak","Stambaugh, M.C.",-88.08,36.8,"https://www.ncdc.noaa.gov/paleo/study/4960","Stambaugh, M.C.; Guyette, R.P."
"MORC002","Afechtal","CDAT","Cedrus atlantica (Endl.) Manetti ex Carrière","Atlantic cedar","Stockton, C.W.",-4.83,35.03,"https://www.ncdc.noaa.gov/paleo/study/4962","Stockton, C.W.; Chbouki, N.; Harlan, T.P.; Meko, D.M.; Adams, R.K."
"AZ052","Alpine San Francisco River Watershed","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Stockton, C.W.",-109.17,33.9,"https://www.ncdc.noaa.gov/paleo/study/4963","Stockton, C.W."
"CANA105","Athabasca River","PCGL","Picea glauca (Moench) Voss","white spruce","Stockton, C.W.",-111.5,58.37,"https://www.ncdc.noaa.gov/paleo/study/4964","Stockton, C.W.; Knowles, T.; Fritts, H.C."
"CA091","Bryant Creek","PIMO","Pinus monophylla Torr. & Frém.","singleleaf pinyon","Stockton, C.W.",-119.67,38.75,"https://www.ncdc.noaa.gov/paleo/study/4965","Stockton, C.W."
"MN013","Cass Lake","PIRE","Pinus resinosa Aiton","red pine","Stockton, C.W.",-94.52,47.35,"https://www.ncdc.noaa.gov/paleo/study/4966","Stockton, C.W."
"CANA101","Claire River","PCGL","Picea glauca (Moench) Voss","white spruce","Stockton, C.W.",-111,58.88,"https://www.ncdc.noaa.gov/paleo/study/4967","Stockton, C.W.; Knowles, T.; Fritts, H.C."
"NM118","Clines Corner","PIED","Pinus edulis Engelm.","pinyon","Stockton, C.W.",-105.65,35.08,"https://www.ncdc.noaa.gov/paleo/study/4968","Stockton, C.W."
"MN014","Coddington Lake","PIRE","Pinus resinosa Aiton","red pine","Stockton, C.W.",-94.08,47.77,"https://www.ncdc.noaa.gov/paleo/study/4969","Stockton, C.W."
"MORC014","Col du Zad","CDAT","Cedrus atlantica (Endl.) Manetti ex Carrière","Atlantic cedar","Stockton, C.W.",-5.07,33.02,"https://www.ncdc.noaa.gov/paleo/study/4970","Stockton, C.W.; Chbouki, N.; Meko, D.M.; Adams, R.K.; Harlan, T.P."
"AZ060","Dragon Creek  Bright Angel Creek Watershed","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Stockton, C.W.",-112.13,36.25,"https://www.ncdc.noaa.gov/paleo/study/4971","Stockton, C.W."
"NV040","Duck Creek Range West","PIMO","Pinus monophylla Torr. & Frém.","singleleaf pinyon","Stockton, C.W.",-114.75,39.33,"https://www.ncdc.noaa.gov/paleo/study/4972","Stockton, C.W."
"MN015","Ed Shave Lake","PIRE","Pinus resinosa Aiton","red pine","Stockton, C.W.",-91.97,48.08,"https://www.ncdc.noaa.gov/paleo/study/4973","Stockton, C.W."
"NM011","Fox Mountain San Francisco River Watershed","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Stockton, C.W.",-108.75,34.03,"https://www.ncdc.noaa.gov/paleo/study/4974","Stockton, C.W."
"NM111","Gallinas Mountains","PIED","Pinus edulis Engelm.","pinyon","Stockton, C.W.",-105.78,34.23,"https://www.ncdc.noaa.gov/paleo/study/4975","Stockton, C.W."
"NM112","Gallinas Mountains","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Stockton, C.W.",-105.78,34.23,"https://www.ncdc.noaa.gov/paleo/study/4976","Stockton, C.W."
"MN017","Itasca","PIRE","Pinus resinosa Aiton","red pine","Stockton, C.W.",-95.22,47.22,"https://www.ncdc.noaa.gov/paleo/study/4977","Stockton, C.W."
"NM010","Luna San Francisco River Watershed","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Stockton, C.W.",-108.92,33.9,"https://www.ncdc.noaa.gov/paleo/study/4978","Stockton, C.W."
"NV052","Moody Mountain","PIMO","Pinus monophylla Torr. & Frém.","singleleaf pinyon","Stockton, C.W.",-115.8,39.1,"https://www.ncdc.noaa.gov/paleo/study/4979","Stockton, C.W."
"MN016","Mud River","QUMA","Quercus macrocarpa Michx.","burr oak","Stockton, C.W.",-95.7,48.32,"https://www.ncdc.noaa.gov/paleo/study/4980","Stockton, C.W."
"NV057","Panaca Summit","PIMO","Pinus monophylla Torr. & Frém.","singleleaf pinyon","Stockton, C.W.",-114.18,37.77,"https://www.ncdc.noaa.gov/paleo/study/4981","Stockton, C.W."
"CANA103","Peace River 1","PCGL","Picea glauca (Moench) Voss","white spruce","Stockton, C.W.",-111.25,58.97,"https://www.ncdc.noaa.gov/paleo/study/4982","Stockton, C.W.; Knowles, T.; Fritts, H.C."
"NV056","Pequap Summit","PIMO","Pinus monophylla Torr. & Frém.","singleleaf pinyon","Stockton, C.W.",-114.58,41.05,"https://www.ncdc.noaa.gov/paleo/study/4983","Stockton, C.W."
"NV058","Pete's Summit","PIMO","Pinus monophylla Torr. & Frém.","singleleaf pinyon","Stockton, C.W.",-116.78,39.18,"https://www.ncdc.noaa.gov/paleo/study/4984","Stockton, C.W."
"AZ063","Point Imperial Bright Angel Creek Watershed","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Stockton, C.W.",-111.97,36.28,"https://www.ncdc.noaa.gov/paleo/study/4985","Stockton, C.W."
"NV049","Pony Express","PIMO","Pinus monophylla Torr. & Frém.","singleleaf pinyon","Stockton, C.W.",-114.62,39.82,"https://www.ncdc.noaa.gov/paleo/study/4986","Stockton, C.W."
"NE003","Pumkin Creek","PIPO","Pinus ponderosa Douglas ex C. Lawson","ponderosa pine","Stockton, C.W.",-103.72,41.65,"https://www.ncdc.noaa.gov/paleo/study/4987","Stockton, C.W."
"NM012","Rainy Mesa San Francisco River Watershed","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Stockton, C.W.",-108.63,33.53,"https://www.ncdc.noaa.gov/paleo/study/4988","Stockton, C.W."
"CANA102","Revillon Coupe","PCGL","Picea glauca (Moench) Voss","white spruce","Stockton, C.W.",-111.3,58.87,"https://www.ncdc.noaa.gov/paleo/study/4989","Stockton, C.W.; Knowles, T.; Fritts, H.C."
"AR009","Russellville","QUAL","Quercus alba L.","white oak","Stockton, C.W.",-93.07,35.65,"https://www.ncdc.noaa.gov/paleo/study/4990","Stockton, C.W.; Wiseman, M.; Harsha, J.B.; Estes, E.T."
"MEXI014","Sierra del Carmen Madera Canyon","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Stockton, C.W.",-102.62,28.93,"https://www.ncdc.noaa.gov/paleo/study/4991","Stockton, C.W.; Stokes, M.A."
